meter_ref_no,cnic,consumer_name,installation_address,city,province,date,connection_type,sanctioned_load_kw,avg_monthly_bill_pkr,billing_month,billing_year,provider_disco
GEPCO-48063767,33100-1001477-9,Chaudhry Ayesha Khan,"House 969, Street 9, Wapda Town, Gujranwala",Gujranwala,Punjab,2024-07-26,Residential,3,30308,4,2024,GEPCO
GEPCO-10748119,54400-1000900-0,S. Ahmed,"House 434, Street 26, Civil Lines, Gujranwala",Gujranwala,Punjab,2019-11-11,Residential,15,22924,9,2019,GEPCO
FESCO-16724640,17301-1001956-2,Naveed Raza,"House 867, Street 16, Canal Road, Faisalabad",Faisalabad,Punjab,2020-03-17,Residential,7,65428,4,2020,FESCO
LESCO-53177052,61101-1000789-3,Chaudhry Rabia Noor,"House 664, Street 3, Gulberg, Lahore",Lahore,Punjab,2018-09-06,Residential,50,30301,5,2018,LESCO
IESCO-11958673,54400-1000800-0,Huma Ghani Sahib,"House 65, Street 16, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2026-08-16,Industrial,7,761396,4,2026,IESCO
IESCO-93913586,45501-1000768-6,S. Butt,"House 351, Street 19, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2025-09-28,Commercial,10,206762,11,2025,IESCO
GEPCO-43966672,17301-1001382-4,Maham Tariq,"House 223, Street 23, Peoples Colony, Gujranwala",Gujranwala,Punjab,2024-12-29,Residential,15,62982,11,2024,GEPCO
K-25403861,33100-1000809-3,Bilal Ahmed,"House 466, Street 24, Clifton, Karachi",Karachi,Sindh,2023-11-03,Residential,15,16282,10,2023,K-Electric
MEPCO-53588061,17301-1001499-3,N. Hussain,"House 227, Street 8, Gulgasht, Multan",Multan,Punjab,2026-10-11,Residential,3,69468,11,2026,MEPCO
GEPCO-13584893,17301-1000634-8,Bilal Ahmed,"House 832, Street 1, Model Town, Gujranwala",Gujranwala,Punjab,2026-11-25,Residential,15,26907,6,2026,GEPCO
QESCO-51904966,35202-1001041-7,Mariam Malik Sahib,"House 472, Street 30, Samungli Road, Quetta",Quetta,Balochistan,2018-11-16,Residential,3,13720,5,2018,QESCO
PESCO-89511092,33100-1001092-4,Ayesha Khan,"House 79, Street 9, Saddar, Peshawar",Peshawar,KPK,2025-04-26,Residential,50,15499,3,2025,PESCO
IESCO-68827584,54400-1000523-1,Chaudhry Shazia Butt,"House 916, Street 25, F-10, Islamabad",Islamabad,Islamabad,2019-12-13,Residential,5,62754,11,2019,IESCO
SEPCO-84159658,42101-1001007-9,A. Baig,"House 569, Street 15, Barrage Road, Sukkur",Sukkur,Sindh,2025-09-25,Residential,7,54117,10,2025,SEPCO
K-93401098,33100-1000375-5,Sara Ahmed,"House 50, Street 27, DHA Phase 6, Karachi",Karachi,Sindh,2026-06-02,Commercial,25,343584,4,2026,K-Electric
MEPCO-90263650,54400-1001659-3,N. Aslam,"House 458, Street 12, Shah Rukn-e-Alam, Multan",Multan,Punjab,2023-09-22,Residential,10,69422,5,2023,MEPCO
IESCO-89502668,33100-1001177-9,Chaudhry Muneeb Akhtar,"House 223, Street 22, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2022-02-06,Residential,5,52174,3,2022,IESCO
PESCO-45913009,35202-1001678-6,Shazia Butt Sahib,"House 622, Street 32, University Road, Peshawar",Peshawar,KPK,2024-02-03,Commercial,10,325480,10,2024,PESCO
PESCO-30007775,35202-1001678-6,Chaudhry Shazia Butt,"House 622, Street 32, University Road, Peshawar",Peshawar,KPK,2019-10-24,Residential,5,53298,6,2019,PESCO
FESCO-58362279,42101-1000909-3,Chaudhry Amna Chaudhry,"House 992, Street 2, People Colony, Faisalabad",Faisalabad,Punjab,2019-10-12,Commercial,7,229208,11,2019,FESCO
FESCO-51371263,61101-1000109-3,Bilal Ahmed,"House 911, Street 13, D Ground, Faisalabad",Faisalabad,Punjab,2025-10-27,Residential,25,68205,8,2025,FESCO
GEPCO-80394772,45501-1000311-7,Chaudhry Naveed Raza,"House 379, Street 5, Peoples Colony, Gujranwala",Gujranwala,Punjab,2016-01-24,Residential,10,68666,6,2016,GEPCO
K-42999310,61101-1001490-0,Chaudhry Imran Siddiqui,"House 415, Street 24, Bahadurabad, Karachi",Karachi,Sindh,2026-10-20,Commercial,15,166840,3,2026,K-Electric
IESCO-95988962,42101-1001448-6,Chaudhry Hira Shah,"House 895, Street 30, G-11, Islamabad",Islamabad,Islamabad,2021-08-25,Residential,10,71578,11,2021,IESCO
PESCO-25871748,42101-1000072-4,Chaudhry Ali Raza,"House 935, Street 32, Hayatabad, Peshawar",Peshawar,KPK,2019-12-29,Residential,25,70629,10,2019,PESCO
LESCO-81631364,35202-1002000-0,U. Malik,"House 918, Street 18, Johar Town, Lahore",Lahore,Punjab,2025-02-09,Residential,5,44538,6,2025,LESCO
MEPCO-96650811,42101-1001863-1,Chaudhry Fatima Ali,"House 234, Street 30, DHA Multan, Multan",Multan,Punjab,2017-05-16,Commercial,15,140459,9,2017,MEPCO
MEPCO-34427160,42101-1001863-1,Chaudhry Fatima Ali,"House 234, Street 30, DHA Multan, Multan",Multan,Punjab,2018-12-17,Industrial,15,714919,11,2018,MEPCO
FESCO-40616146,45501-1000613-1,Kashif Javed,"House 201, Street 29, People Colony, Faisalabad",Faisalabad,Punjab,2023-12-24,Residential,10,56807,12,2023,FESCO
MEPCO-20069116,54400-1001268-6,Fatima Ali,"House 733, Street 26, Cantt, Multan",Multan,Punjab,2026-10-25,Commercial,50,54677,4,2026,MEPCO
IESCO-87712150,42101-1001828-6,Fatima Ali,"House 121, Street 20, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2026-07-20,Residential,10,55914,8,2026,IESCO
GEPCO-84287683,17301-1000288-6,Chaudhry Fatima Ali,"House 426, Street 23, Wapda Town, Gujranwala",Gujranwala,Punjab,2017-01-11,Residential,15,72496,1,2017,GEPCO
GEPCO-31991081,35202-1001791-7,Hamza Sheikh,"House 217, Street 15, Satellite Town, Gujranwala",Gujranwala,Punjab,2019-06-01,Residential,10,15025,2,2019,GEPCO
IESCO-21047236,61101-1000177-9,A. Raza,"House 771, Street 29, PWD, Rawalpindi",Rawalpindi,Punjab,2022-10-13,Residential,5,4290,4,2022,IESCO
QESCO-20996385,45501-1000612-4,M. Tariq,"House 603, Street 6, Brewery Road, Quetta",Quetta,Balochistan,2020-01-10,Industrial,15,374094,8,2020,QESCO
SEPCO-64627263,61101-1000865-5,Chaudhry Sara Ahmed,"House 671, Street 24, Barrage Road, Sukkur",Sukkur,Sindh,2026-09-16,Commercial,3,67466,6,2026,SEPCO
FESCO-66782702,33100-1000520-0,H. Ghani,"House 159, Street 26, Canal Road, Faisalabad",Faisalabad,Punjab,2026-05-25,Commercial,25,221682,12,2026,FESCO
FESCO-63438428,54400-1000690-0,Sara Ahmed,"House 918, Street 20, D Ground, Faisalabad",Faisalabad,Punjab,2025-11-29,Residential,25,54162,10,2025,FESCO
SEPCO-70274100,42101-1000682-4,Chaudhry Maham Tariq,"House 91, Street 14, Military Road, Sukkur",Sukkur,Sindh,2022-02-01,Residential,10,22447,5,2022,SEPCO
GEPCO-58909923,17301-1001464-8,N. Hussain,"House 34, Street 17, Peoples Colony, Gujranwala",Gujranwala,Punjab,2019-02-24,Residential,15,25539,6,2019,GEPCO
QESCO-36995334,33100-1000329-3,Chaudhry Nimra Aslam,"House 589, Street 5, Brewery Road, Quetta",Quetta,Balochistan,2019-09-10,Residential,50,63407,11,2019,QESCO
QESCO-72591443,33100-1000329-3,Nimra Aslam,"House 589, Street 5, Brewery Road, Quetta",Quetta,Balochistan,2019-03-01,Residential,3,58204,3,2019,QESCO
GEPCO-36301493,17301-1000713-1,Chaudhry Hira Shah,"House 786, Street 5, Satellite Town, Gujranwala",Gujranwala,Punjab,2016-09-02,Residential,7,42829,8,2016,GEPCO
LESCO-22522427,17301-1001759-3,Sana Iqbal Sahib,"House 522, Street 30, DHA Phase 5, Lahore",Lahore,Punjab,2020-04-03,Residential,5,25574,5,2020,LESCO
LESCO-53363340,45501-1001642-4,Khalid Malik,"House 355, Street 7, Bahria Town, Lahore",Lahore,Punjab,2017-01-20,Commercial,50,79676,9,2017,LESCO
LESCO-87279402,61101-1000372-4,Muneeb Akhtar,"House 339, Street 7, Model Town, Lahore",Lahore,Punjab,2023-03-07,Residential,5,3362,4,2023,LESCO
IESCO-63666450,45501-1000966-2,Taha Hussain,"House 237, Street 19, DHA Phase 2, Islamabad",Islamabad,Islamabad,2024-06-18,Residential,50,67942,8,2024,IESCO
IESCO-84828157,45501-1001358-6,Kamran Qureshi Sahib,"House 457, Street 34, Chaklala, Rawalpindi",Rawalpindi,Punjab,2021-04-16,Residential,25,22953,10,2021,IESCO
SEPCO-62629427,45501-1001990-0,Huma Ghani,"House 721, Street 6, Queens Road, Sukkur",Sukkur,Sindh,2026-05-09,Residential,10,17290,5,2026,SEPCO
IESCO-44159777,42101-1001628-6,Chaudhry Kashif Javed,"House 311, Street 19, Chaklala, Rawalpindi",Rawalpindi,Punjab,2024-09-15,Residential,3,26777,3,2024,IESCO
SEPCO-42996884,45501-1001832-4,Umer Farooq,"House 475, Street 17, New Pind, Sukkur",Sukkur,Sindh,2016-11-20,Industrial,10,820620,10,2016,SEPCO
K-41653034,35202-1000979-3,A. Chaudhry,"House 956, Street 1, Clifton, Karachi",Karachi,Sindh,2020-02-20,Residential,7,70100,7,2020,K-Electric
PESCO-33735175,54400-1000346-2,N. Raza,"House 487, Street 18, Warsak Road, Peshawar",Peshawar,KPK,2017-03-16,Residential,5,65368,8,2017,PESCO
GEPCO-78362934,54400-1000953-1,Fatima Ali,"House 796, Street 6, Civil Lines, Gujranwala",Gujranwala,Punjab,2019-09-28,Residential,10,40022,4,2019,GEPCO
MEPCO-21070468,35202-1001985-5,S. Ahmed,"House 804, Street 8, Cantt, Multan",Multan,Punjab,2017-04-28,Residential,5,55675,10,2017,MEPCO
LESCO-88326404,35202-1001141-7,Taha Hussain Sahib,"House 670, Street 12, Bahria Town, Lahore",Lahore,Punjab,2024-02-10,Residential,3,44616,5,2024,LESCO
FESCO-97350727,45501-1000941-7,Naveed Raza,"House 855, Street 18, D Ground, Faisalabad",Faisalabad,Punjab,2016-08-19,Residential,10,64205,11,2016,FESCO
PESCO-53085464,42101-1000414-8,Chaudhry Nida Hussain,"House 755, Street 31, Hayatabad, Peshawar",Peshawar,KPK,2023-09-24,Residential,7,23534,9,2023,PESCO
FESCO-74468835,54400-1001077-9,Ahmed Baig,"House 785, Street 8, D Ground, Faisalabad",Faisalabad,Punjab,2019-11-01,Residential,50,43006,4,2019,FESCO
SEPCO-49823632,61101-1000219-3,S. Iqbal,"House 172, Street 30, New Pind, Sukkur",Sukkur,Sindh,2020-07-20,Residential,7,56403,3,2020,SEPCO
SEPCO-32808096,61101-1000219-3,Sana Iqbal,"House 172, Street 30, New Pind, Sukkur",Sukkur,Sindh,2016-12-12,Commercial,5,58130,4,2016,SEPCO
PESCO-34395067,45501-1001288-6,K. Qureshi,"House 429, Street 34, Hayatabad, Peshawar",Peshawar,KPK,2022-12-01,Residential,10,29154,10,2022,PESCO
LESCO-15067073,17301-1000185-5,Zainab Ahmed,"House 567, Street 20, DHA Phase 5, Lahore",Lahore,Punjab,2025-02-25,Residential,15,17512,8,2025,LESCO
HESCO-19993309,33100-1000651-7,Taha Hussain Sahib,"House 925, Street 11, Auto Bhan, Hyderabad",Hyderabad,Sindh,2018-07-15,Commercial,50,203536,12,2018,HESCO
HESCO-14222991,33100-1000651-7,Taha Hussain,"House 925, Street 11, Auto Bhan, Hyderabad",Hyderabad,Sindh,2016-03-08,Residential,3,51762,2,2016,HESCO
GEPCO-22161879,17301-1000365-5,Danish Butt,"House 659, Street 33, Peoples Colony, Gujranwala",Gujranwala,Punjab,2020-07-02,Residential,3,10275,8,2020,GEPCO
GEPCO-91693708,35202-1001519-3,Chaudhry Nimra Aslam,"House 196, Street 25, Peoples Colony, Gujranwala",Gujranwala,Punjab,2024-05-14,Residential,15,46714,9,2024,GEPCO
MEPCO-24862058,45501-1001528-6,Asad Iqbal,"House 103, Street 16, Gulgasht, Multan",Multan,Punjab,2017-05-18,Residential,25,48816,7,2017,MEPCO
MEPCO-64090239,45501-1001528-6,Asad Iqbal,"House 103, Street 16, Gulgasht, Multan",Multan,Punjab,2016-09-17,Residential,50,17574,5,2016,MEPCO
IESCO-73709857,42101-1000454-8,A. Chaudhry,"House 525, Street 10, DHA Phase 2, Islamabad",Islamabad,Islamabad,2023-08-29,Residential,15,73228,12,2023,IESCO
FESCO-32836923,42101-1000240-0,Huma Ghani,"House 832, Street 5, Canal Road, Faisalabad",Faisalabad,Punjab,2022-03-12,Residential,50,21726,12,2022,FESCO
MEPCO-65326133,45501-1001299-3,Bilal Ahmed,"House 860, Street 2, Shah Rukn-e-Alam, Multan",Multan,Punjab,2025-04-01,Commercial,5,340496,9,2025,MEPCO
MEPCO-40754630,45501-1001299-3,Chaudhry Bilal Ahmed,"House 860, Street 2, Shah Rukn-e-Alam, Multan",Multan,Punjab,2021-01-16,Residential,5,31708,11,2021,MEPCO
FESCO-18306010,61101-1001186-2,Naveed Raza,"House 138, Street 14, Gulberg, Faisalabad",Faisalabad,Punjab,2021-07-18,Commercial,3,344598,6,2021,FESCO
LESCO-75297518,61101-1000721-7,Taha Hussain,"House 123, Street 18, DHA Phase 5, Lahore",Lahore,Punjab,2026-01-03,Residential,3,63377,6,2026,LESCO
SEPCO-82269876,17301-1001418-6,Kashif Javed Sahib,"House 171, Street 27, Military Road, Sukkur",Sukkur,Sindh,2026-06-21,Commercial,7,62066,10,2026,SEPCO
MEPCO-67635761,35202-1001091-7,H. Sheikh,"House 960, Street 1, Shah Rukn-e-Alam, Multan",Multan,Punjab,2017-11-02,Residential,15,20131,10,2017,MEPCO
K-52956014,17301-1001122-4,Chaudhry Ali Raza,"House 457, Street 24, Bahadurabad, Karachi",Karachi,Sindh,2024-07-13,Residential,7,41981,8,2024,K-Electric
IESCO-95036685,35202-1000653-1,Chaudhry Asad Iqbal,"House 123, Street 15, DHA Phase 2, Islamabad",Islamabad,Islamabad,2024-07-16,Residential,10,21275,3,2024,IESCO
PESCO-77563669,54400-1000301-7,Chaudhry Taha Hussain,"House 521, Street 4, Saddar, Peshawar",Peshawar,KPK,2026-05-25,Residential,10,6223,1,2026,PESCO
PESCO-21668986,33100-1000656-2,Mariam Malik,"House 580, Street 28, University Road, Peshawar",Peshawar,KPK,2020-12-09,Residential,5,26719,7,2020,PESCO
FESCO-52357522,61101-1000516-2,Mariam Malik,"House 26, Street 30, Madina Town, Faisalabad",Faisalabad,Punjab,2024-04-28,Residential,10,24358,5,2024,FESCO
FESCO-76337758,61101-1000516-2,M. Malik,"House 26, Street 30, Madina Town, Faisalabad",Faisalabad,Punjab,2018-12-22,Commercial,5,58749,10,2018,FESCO
HESCO-97534811,54400-1000463-1,F. Ali,"House 679, Street 27, Latifabad, Hyderabad",Hyderabad,Sindh,2018-11-24,Residential,7,29764,11,2018,HESCO
MEPCO-11870629,61101-1000934-8,L. Khan,"House 223, Street 1, Gulgasht, Multan",Multan,Punjab,2019-07-24,Residential,25,43226,9,2019,MEPCO
SEPCO-70056756,17301-1001604-8,Nida Hussain,"House 923, Street 18, Queens Road, Sukkur",Sukkur,Sindh,2024-06-15,Residential,7,22196,9,2024,SEPCO
IESCO-12596821,17301-1000773-1,Hassan Khan,"House 561, Street 11, Chaklala, Rawalpindi",Rawalpindi,Punjab,2021-10-15,Residential,10,34561,1,2021,IESCO
GEPCO-97646282,42101-1001892-4,Ali Raza,"House 508, Street 35, Model Town, Gujranwala",Gujranwala,Punjab,2025-05-02,Residential,25,33579,4,2025,GEPCO
IESCO-36879688,35202-1000284-8,Bilal Ahmed,"House 55, Street 15, PWD, Rawalpindi",Rawalpindi,Punjab,2025-08-17,Residential,7,32811,1,2025,IESCO
IESCO-16324721,17301-1000533-1,Fatima Ali,"House 800, Street 7, Chaklala, Rawalpindi",Rawalpindi,Punjab,2024-07-26,Residential,5,6187,10,2024,IESCO
PESCO-52473393,17301-1000152-4,Chaudhry Umer Farooq,"House 863, Street 22, Saddar, Peshawar",Peshawar,KPK,2023-01-29,Residential,10,36149,4,2023,PESCO
FESCO-33836373,42101-1000049-3,N. Aslam,"House 486, Street 21, People Colony, Faisalabad",Faisalabad,Punjab,2023-02-14,Residential,5,21915,9,2023,FESCO
K-73648453,17301-1000772-4,Ali Raza,"House 317, Street 23, Bahadurabad, Karachi",Karachi,Sindh,2024-02-22,Residential,50,17395,1,2024,K-Electric
IESCO-74569786,33100-1001497-9,Ahmed Baig Sahib,"House 152, Street 22, Bahria Enclave, Islamabad",Islamabad,Islamabad,2025-09-06,Residential,7,21159,7,2025,IESCO
K-63356391,42101-1000304-8,Laiba Khan,"House 665, Street 12, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2022-01-01,Residential,25,37895,3,2022,K-Electric
K-35236087,17301-1000391-7,Hamza Sheikh,"House 553, Street 33, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2019-02-18,Residential,25,32367,3,2019,K-Electric
MEPCO-88728258,17301-1000901-7,Chaudhry Mariam Malik,"House 711, Street 13, Shah Rukn-e-Alam, Multan",Multan,Punjab,2022-04-11,Residential,5,70282,1,2022,MEPCO
GEPCO-40442485,45501-1001338-6,Chaudhry Fatima Ali,"House 945, Street 22, Model Town, Gujranwala",Gujranwala,Punjab,2020-08-04,Residential,7,48163,7,2020,GEPCO
LESCO-53378491,17301-1001739-3,L. Khan,"House 922, Street 2, Model Town, Lahore",Lahore,Punjab,2025-07-29,Residential,50,18482,6,2025,LESCO
QESCO-93041786,42101-1001176-2,Taha Hussain,"House 769, Street 18, Brewery Road, Quetta",Quetta,Balochistan,2016-01-26,Residential,15,42625,3,2016,QESCO
IESCO-30159513,61101-1000731-7,Naveed Raza Sahib,"House 521, Street 7, Saddar, Rawalpindi",Rawalpindi,Punjab,2019-07-03,Residential,10,54383,7,2019,IESCO
LESCO-53645877,61101-1001036-2,Taha Hussain Sahib,"House 669, Street 1, DHA Phase 5, Lahore",Lahore,Punjab,2016-12-16,Residential,15,23713,11,2016,LESCO
GEPCO-39931282,33100-1001203-1,Chaudhry Hira Shah,"House 711, Street 4, Satellite Town, Gujranwala",Gujranwala,Punjab,2021-02-23,Residential,25,71711,12,2021,GEPCO
GEPCO-38731017,33100-1001203-1,H. Shah,"House 711, Street 4, Satellite Town, Gujranwala",Gujranwala,Punjab,2017-09-26,Residential,10,51563,3,2017,GEPCO
GEPCO-12862386,61101-1000584-8,Laiba Khan,"House 220, Street 22, Civil Lines, Gujranwala",Gujranwala,Punjab,2018-10-25,Residential,10,64296,1,2018,GEPCO
FESCO-25651404,42101-1001407-9,Ayesha Khan,"House 847, Street 19, People Colony, Faisalabad",Faisalabad,Punjab,2026-03-09,Residential,3,58382,4,2026,FESCO
QESCO-61883321,17301-1001747-9,Khalid Malik Sahib,"House 167, Street 4, Samungli Road, Quetta",Quetta,Balochistan,2021-01-08,Residential,10,30901,12,2021,QESCO
IESCO-23258135,54400-1001000-0,Chaudhry Imran Siddiqui,"House 167, Street 27, Saddar, Rawalpindi",Rawalpindi,Punjab,2021-11-14,Residential,50,32542,9,2021,IESCO
PESCO-76749041,33100-1001755-5,Usman Malik Sahib,"House 351, Street 28, University Road, Peshawar",Peshawar,KPK,2023-09-27,Residential,50,31430,1,2023,PESCO
IESCO-77356870,17301-1001952-4,Ahmed Baig,"House 107, Street 15, Saddar, Rawalpindi",Rawalpindi,Punjab,2020-05-02,Residential,50,23530,7,2020,IESCO
IESCO-61380548,17301-1001952-4,Chaudhry Ahmed Baig,"House 107, Street 15, Saddar, Rawalpindi",Rawalpindi,Punjab,2017-02-19,Residential,5,26971,2,2017,IESCO
FESCO-98864268,17301-1000843-1,Hassan Khan,"House 358, Street 21, Madina Town, Faisalabad",Faisalabad,Punjab,2017-02-23,Residential,5,73728,3,2017,FESCO
FESCO-78230886,33100-1001492-4,Muneeb Akhtar,"House 66, Street 31, Canal Road, Faisalabad",Faisalabad,Punjab,2021-11-23,Commercial,25,145187,12,2021,FESCO
LESCO-79680568,61101-1000678-6,Hira Shah,"House 107, Street 29, Bahria Town, Lahore",Lahore,Punjab,2018-06-01,Residential,15,34380,2,2018,LESCO
HESCO-74618668,45501-1000502-4,U. Farooq,"House 183, Street 7, Qasimabad, Hyderabad",Hyderabad,Sindh,2023-09-14,Residential,7,21709,2,2023,HESCO
FESCO-11396759,17301-1001554-8,Nimra Aslam,"House 764, Street 28, Gulberg, Faisalabad",Faisalabad,Punjab,2020-11-29,Residential,3,54260,5,2020,FESCO
SEPCO-27568763,45501-1000419-3,A. Chaudhry,"House 157, Street 10, Queens Road, Sukkur",Sukkur,Sindh,2023-12-25,Residential,10,15336,12,2023,SEPCO
HESCO-19451190,17301-1000762-4,Ahmed Baig,"House 835, Street 1, Latifabad, Hyderabad",Hyderabad,Sindh,2017-12-03,Residential,25,71588,1,2017,HESCO
IESCO-74289593,42101-1001991-7,Naveed Raza,"House 555, Street 17, Saddar, Rawalpindi",Rawalpindi,Punjab,2019-09-06,Residential,5,28040,12,2019,IESCO
K-31185671,35202-1001253-1,Kamran Qureshi,"House 412, Street 32, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2016-02-13,Residential,5,49381,11,2016,K-Electric
PESCO-91330455,54400-1000366-2,Chaudhry Fahad Mirza,"House 916, Street 24, Warsak Road, Peshawar",Peshawar,KPK,2026-12-03,Residential,3,55574,10,2026,PESCO
LESCO-39030415,54400-1001992-4,K. Malik,"House 393, Street 32, DHA Phase 5, Lahore",Lahore,Punjab,2016-09-26,Residential,10,12424,8,2016,LESCO
QESCO-98239594,54400-1001821-7,Muhammad Ahmed,"House 881, Street 26, Jinnah Town, Quetta",Quetta,Balochistan,2024-12-15,Residential,3,43684,6,2024,QESCO
MEPCO-52627485,42101-1000805-5,Waseem Akram,"House 562, Street 1, Cantt, Multan",Multan,Punjab,2019-10-06,Residential,25,14146,6,2019,MEPCO
PESCO-91842233,61101-1000434-8,N. Aslam,"House 227, Street 9, University Road, Peshawar",Peshawar,KPK,2023-06-01,Residential,50,51503,12,2023,PESCO
IESCO-25789139,17301-1000485-5,H. Ghani,"House 443, Street 33, F-10, Islamabad",Islamabad,Islamabad,2020-05-26,Residential,10,21612,4,2020,IESCO
IESCO-77066407,17301-1000485-5,Huma Ghani,"House 443, Street 33, F-10, Islamabad",Islamabad,Islamabad,2026-02-16,Residential,7,12517,7,2026,IESCO
QESCO-62051520,17301-1001476-2,H. Sheikh,"House 466, Street 29, Jinnah Town, Quetta",Quetta,Balochistan,2024-01-16,Residential,7,53197,12,2024,QESCO
QESCO-78052795,42101-1001907-9,Maham Tariq,"House 416, Street 17, Brewery Road, Quetta",Quetta,Balochistan,2019-11-30,Residential,3,6479,4,2019,QESCO
QESCO-60347110,61101-1000167-9,Ahmed Baig,"House 641, Street 15, Brewery Road, Quetta",Quetta,Balochistan,2020-01-15,Residential,50,55650,11,2020,QESCO
QESCO-33603037,45501-1001180-0,S. Ahmed,"House 84, Street 8, Jinnah Town, Quetta",Quetta,Balochistan,2026-04-16,Residential,25,32551,5,2026,QESCO
IESCO-39560725,33100-1001567-9,A. Baig,"House 711, Street 20, Chaklala, Rawalpindi",Rawalpindi,Punjab,2021-08-02,Residential,50,39334,6,2021,IESCO
LESCO-85236507,17301-1000562-4,Chaudhry Ali Raza,"House 482, Street 7, Gulberg, Lahore",Lahore,Punjab,2018-12-17,Commercial,7,338709,6,2018,LESCO
FESCO-69353341,17301-1001607-9,K. Malik,"House 157, Street 9, Gulberg, Faisalabad",Faisalabad,Punjab,2019-10-27,Residential,10,24988,11,2019,FESCO
K-29310636,33100-1001395-5,H. Ghani,"House 97, Street 1, DHA Phase 6, Karachi",Karachi,Sindh,2026-09-01,Residential,5,20901,12,2026,K-Electric
K-39630902,33100-1001395-5,Huma Ghani,"House 97, Street 1, DHA Phase 6, Karachi",Karachi,Sindh,2020-05-25,Residential,3,21154,8,2020,K-Electric
GEPCO-63887946,54400-1000425-5,U. Malik,"House 782, Street 21, Civil Lines, Gujranwala",Gujranwala,Punjab,2025-11-20,Residential,50,46454,1,2025,GEPCO
LESCO-17124755,54400-1001162-4,Ayesha Khan,"House 850, Street 2, DHA Phase 5, Lahore",Lahore,Punjab,2017-10-27,Residential,50,36552,3,2017,LESCO
K-61871911,33100-1000887-9,Umer Farooq,"House 677, Street 24, Nazimabad, Karachi",Karachi,Sindh,2022-03-08,Residential,25,31788,4,2022,K-Electric
QESCO-25203257,54400-1001296-2,Muhammad Ahmed,"House 906, Street 6, Samungli Road, Quetta",Quetta,Balochistan,2020-04-30,Residential,7,73058,7,2020,QESCO
QESCO-68910973,61101-1001005-5,Sara Ahmed,"House 492, Street 19, Satellite Town, Quetta",Quetta,Balochistan,2025-05-09,Residential,3,67159,3,2025,QESCO
IESCO-71254731,42101-1001686-2,Hamza Sheikh,"House 956, Street 4, F-10, Islamabad",Islamabad,Islamabad,2024-03-18,Industrial,25,558609,1,2024,IESCO
