cnic,vehicle_reg_no,owner_name,engine_capacity_cc,vehicle_make_model,registration_year,owner_address
65069-3185033-8,REG-8462,Mr. Jennifer Torres,3400,Suzuki Cultus,2022,"Flat 709, DHA, Lahore"
97395-7644420-5,REG-6927,Mr. Jason Holland,1800,Honda City,2017,"Kothi 254, Gulberg, Lahore"
56098-4702950-8,REG-1056,Daniel Bass,660,Honda City,2011,"House 313, Johar Town, Lahore"
81036-1729069-2,REG-2671,Mr. Renee Carpenter,2700,Toyota Yaris,2011,"Kothi 425, Bahria Town, Rawalpindi"
87750-5890195-6,REG-8243,C. Hampton,1800,KIA Sportage,2017,"Kothi 119, DHA, Rawalpindi"
44396-6112476-7,REG-9685,Mr. Danielle Washington,2700,Honda City,2019,"Plot 618, Gulberg, Lahore"
64971-9692554-6,REG-1621,Derrick A. Wagner,660,Audi A6,2014,"Flat 708, DHA, Rawalpindi"
90934-7952815-4,REG-5421,Chaudhry Hannah Wolfe,660,Toyota Yaris,2011,"House 442, Johar Town, Karachi"
99492-4074436-6,REG-2382,P. Grant,1300,Honda City,2022,"Plot 325, Johar Town, Karachi"
64096-1947952-7,REG-2746,Mr. Christopher Bates,1800,BMW X5,2014,"Plot 253, Johar Town, Rawalpindi"
88931-4011350-4,REG-2331,Chaudhry David Lewis,1800,Honda City,2018,"House 354, Johar Town, Islamabad"
94595-7647269-7,REG-5290,A. Thomas,1800,Toyota Yaris,2017,"Flat 293, Johar Town, Islamabad"
47250-9232475-5,REG-2284,D. Pineda,2700,Toyota Yaris,2017,"Kothi 308, DHA, Karachi"
67981-1257131-6,REG-1563,Jeffrey A. Martin,2700,Suzuki Alto,2018,"House 95, Johar Town, Islamabad"
82164-1901605-1,REG-5645,L. Hernandez,2700,Suzuki Cultus,2017,"House 47, Model Town, Islamabad"
76171-2466482-4,REG-5409,Chaudhry Kimberly Bolton,2700,Honda Civic,2016,"Kothi 487, DHA, Islamabad"
71406-2524290-1,REG-9084,Stephanie A. Tran,660,KIA Sportage,2013,"House 933, Johar Town, Rawalpindi"
78879-7276396-6,REG-9703,Robyn Davis,660,Suzuki Alto,2022,"Plot 979, Johar Town, Lahore"
45962-3234000-4,REG-6772,Julie Beck,660,Suzuki Cultus,2015,"Kothi 472, Johar Town, Islamabad"
66819-6716183-8,REG-7019,Mr. Jay Stanley,1300,Suzuki Alto,2023,"Flat 172, Model Town, Islamabad"
87741-5644920-5,REG-6869,Rebecca A. Scott,2700,Suzuki Cultus,2022,"Plot 918, DHA, Rawalpindi"
49560-6368708-1,REG-6826,Jason A. Barnett,2700,Suzuki Alto,2013,"House 614, Gulberg, Islamabad"
12621-5700731-8,REG-1972,Chaudhry Vincent Brown,2700,Toyota Prado,2021,"Flat 693, Model Town, Islamabad"
47493-2796348-6,REG-2730,Tracy A. Mcdonald,1300,Honda City,2019,"Plot 105, Model Town, Karachi"
84827-7739991-6,REG-6396,Chaudhry John Anderson,1300,Toyota Prado,2010,"Plot 934, Model Town, Lahore"
11233-1498014-3,REG-3430,M. Palmer,660,Suzuki Cultus,2015,"Kothi 27, Bahria Town, Rawalpindi"
52727-1252421-9,REG-5308,Mr. Alyssa Greene,2700,KIA Sportage,2011,"Kothi 222, Gulberg, Rawalpindi"
31432-1699722-8,REG-4391,Mr. Ryan Jones,1800,Toyota Yaris,2018,"Flat 85, Johar Town, Karachi"
64237-2411481-3,REG-5116,Jose A. Schultz,660,Toyota Corolla,2017,"Plot 326, Gulberg, Karachi"
54027-6583297-1,REG-5468,Mr. Jessica Wilson,1300,Toyota Yaris,2015,"Kothi 813, DHA, Karachi"
88592-5484479-6,REG-7601,Chaudhry Jennifer Blake,3400,Suzuki Cultus,2010,"Kothi 976, Bahria Town, Rawalpindi"
54358-6343603-6,REG-7422,Pamela Clark,660,Toyota Yaris,2010,"Kothi 692, Bahria Town, Rawalpindi"
19218-8084416-6,REG-2748,Mr. Matthew Ayers,1800,Audi A6,2022,"Flat 239, Johar Town, Lahore"
19396-1670077-3,REG-6628,M. Griffith,660,Honda City,2011,"Flat 289, Model Town, Islamabad"
18368-7239392-9,REG-2379,A. Barnett,3400,Suzuki Alto,2013,"Kothi 793, Gulberg, Rawalpindi"
11519-9074544-9,REG-6759,Mr. Ashley Reed,3400,Toyota Corolla,2013,"Flat 98, Bahria Town, Karachi"
27395-2498043-2,REG-8226,M. Mitchell,660,Toyota Yaris,2021,"Flat 34, DHA, Rawalpindi"
21362-2923397-4,REG-3640,Chaudhry Tanya Smith,1300,Suzuki Cultus,2025,"Kothi 298, Johar Town, Lahore"
66388-6120437-2,REG-2323,Chaudhry Kristine Carr,2700,Honda City,2013,"Flat 143, Gulberg, Islamabad"
39366-7116041-1,REG-4840,Angela A. Brooks,1300,Suzuki Alto,2024,"Kothi 122, Model Town, Rawalpindi"
16671-7888554-5,REG-9783,Mr. Maria Jennings,3400,Toyota Yaris,2020,"Kothi 326, Bahria Town, Rawalpindi"
51771-2417502-4,REG-9470,A. Murphy,660,Honda City,2018,"Plot 336, DHA, Islamabad"
91627-3439192-3,REG-4895,Chaudhry Michael Davis,2700,Honda City,2018,"House 255, Model Town, Islamabad"
86956-7934876-7,REG-5938,Mr. Deborah Espinoza,3400,Honda City,2012,"House 170, DHA, Karachi"
90779-1972350-9,REG-5783,Chaudhry Steven Jackson,1300,Toyota Yaris,2010,"House 293, Model Town, Lahore"
64189-6745931-8,REG-1496,Mr. Tom Cook,2700,Suzuki Alto,2013,"Kothi 224, Model Town, Lahore"
92092-5212567-8,REG-5728,Chaudhry Jessica Cherry,660,Suzuki Cultus,2022,"House 600, Gulberg, Islamabad"
73227-9258329-4,REG-8980,Andrew Byrd,2700,Honda Civic,2013,"Flat 368, Gulberg, Karachi"
82628-6105347-5,REG-7693,Steven George,2700,Suzuki Alto,2012,"Plot 661, Gulberg, Rawalpindi"
32597-8253915-3,REG-6801,Mr. Katherine Carter,1000,Suzuki Alto,2023,"Flat 810, Gulberg, Lahore"
23377-4276714-4,REG-5558,Robert Deleon,1800,Suzuki Cultus,2016,"House 40, Bahria Town, Rawalpindi"
14955-9429751-7,REG-5755,Krystal Chavez,1800,Honda City,2025,"House 604, DHA, Lahore"
28042-1901020-9,REG-5069,Mr. Todd Williams,1300,Honda City,2017,"Flat 724, Johar Town, Rawalpindi"
44034-6677674-3,REG-7985,Mr. Rachel Riley,1300,KIA Sportage,2014,"Kothi 343, DHA, Islamabad"
46316-4758674-7,REG-3688,Mr. David Howard,1300,Toyota Prado,2013,"House 410, Bahria Town, Islamabad"
61079-3798664-1,REG-2999,Earl A. Abbott,3400,Audi A6,2023,"House 210, Gulberg, Karachi"
21353-7758007-5,REG-7032,Caitlin Baker,1000,Honda City,2012,"Kothi 913, Gulberg, Islamabad"
13316-1718636-3,REG-5758,Mr. Kenneth Martinez,1000,Suzuki Alto,2014,"Kothi 271, Bahria Town, Lahore"
39247-9995438-9,REG-9227,Anthony A. Atkins,1000,KIA Sportage,2022,"House 184, Model Town, Karachi"
86257-7980601-4,REG-9881,F. Collins,1800,Suzuki Cultus,2021,"Flat 70, Bahria Town, Islamabad"
97435-6013565-5,REG-1914,L. Moses,2700,Audi A6,2023,"Kothi 709, Bahria Town, Lahore"
92451-3044626-4,REG-1298,M. Shields,1000,BMW X5,2012,"House 971, Model Town, Rawalpindi"
76524-4343997-6,REG-8571,L. Anderson MD,1800,Honda City,2023,"Kothi 360, Gulberg, Rawalpindi"
76380-9403820-7,REG-5037,J. Cunningham,1000,Suzuki Cultus,2011,"House 941, Model Town, Islamabad"
76926-7032324-3,REG-1482,Katie Jones,1800,Honda City,2013,"Plot 263, Bahria Town, Lahore"
23994-5930647-9,REG-9179,Chaudhry Anthony Fletcher,1000,Toyota Yaris,2023,"Flat 517, Bahria Town, Rawalpindi"
74830-9730806-9,REG-3724,Mr. Connor Buchanan,1000,Audi A6,2015,"Plot 373, Bahria Town, Islamabad"
27396-6990254-5,REG-9954,D. Alicia Bass,3400,Toyota Corolla,2024,"Plot 168, Bahria Town, Rawalpindi"
86441-2190543-3,REG-3238,Denise Delacruz,3400,Toyota Yaris,2019,"Plot 223, Gulberg, Lahore"
18208-4828429-8,REG-5571,Chaudhry Tina Hawkins,660,Toyota Yaris,2022,"House 521, Bahria Town, Rawalpindi"
92572-8501528-5,REG-8722,Chaudhry Nathan Davis,1000,Toyota Corolla,2016,"Plot 541, Model Town, Karachi"
21169-1634046-7,REG-3184,James Nelson MD,1000,Toyota Yaris,2015,"Flat 446, Johar Town, Karachi"
72310-6358858-4,REG-9773,Nicole A. Martin,1000,Honda City,2022,"House 207, Gulberg, Lahore"
86872-2495804-6,REG-3122,Clarence A. Brown,1800,Suzuki Cultus,2024,"Flat 248, Gulberg, Rawalpindi"
45772-7000303-5,REG-4793,Chaudhry William Wells,1800,Toyota Yaris,2022,"Kothi 759, Bahria Town, Lahore"
49231-5727714-8,REG-5319,Peter Hendrix,3400,Suzuki Cultus,2014,"Kothi 453, Johar Town, Islamabad"
27944-6137466-9,REG-5110,Tyler Frye,660,Honda Civic,2016,"House 989, Model Town, Rawalpindi"
61767-4860855-1,REG-8000,Chaudhry Chelsea Vance,3400,Suzuki Alto,2012,"Flat 393, Model Town, Lahore"
53511-8177104-1,REG-3148,Mr. Jane Thomas,660,Honda City,2021,"Kothi 158, DHA, Rawalpindi"
12440-5651666-2,REG-7213,Chaudhry Paul Calderon,1800,Suzuki Alto,2018,"Flat 778, Gulberg, Karachi"
42688-3207046-9,REG-5064,Michael Mcbride,1300,Suzuki Cultus,2017,"Kothi 364, Bahria Town, Lahore"
91856-2496110-6,REG-2807,Mr. Donna Tyler,2700,Suzuki Alto,2012,"House 666, Gulberg, Karachi"
23372-4165755-8,REG-2657,Cindy Wilson,1800,Honda City,2022,"Plot 650, Gulberg, Karachi"
64745-7600565-7,REG-3052,R. Turner,660,Suzuki Alto,2012,"Plot 476, Bahria Town, Islamabad"
33427-6237884-4,REG-2755,Linda A. Wright,660,Honda City,2011,"House 621, Gulberg, Rawalpindi"
43089-7687980-7,REG-8055,Mr. Jacqueline Jones,3400,Honda Civic,2010,"Kothi 676, Gulberg, Islamabad"
70134-7678413-4,REG-4419,H. Butler,1000,Suzuki Cultus,2015,"Plot 690, Bahria Town, Rawalpindi"
71913-4682966-9,REG-2135,Mr. Nicholas Lam,1800,Toyota Yaris,2021,"House 488, DHA, Karachi"
82213-9444604-6,REG-1304,Chaudhry Dr. Shannon Green,1800,Honda City,2013,"Flat 682, DHA, Rawalpindi"
53022-7419287-2,REG-1573,Jamie A. Morrison,660,KIA Sportage,2010,"Kothi 217, Johar Town, Islamabad"
92557-3325772-7,REG-3163,A. Wright,1800,Honda City,2014,"Kothi 375, Gulberg, Islamabad"
97717-7146105-8,REG-3282,Mr. Anna Lewis,1800,Audi A6,2024,"Kothi 626, Gulberg, Rawalpindi"
83765-8493528-2,REG-3328,Chaudhry Alyssa Mathews MD,1000,Toyota Land Cruiser,2016,"House 482, Gulberg, Islamabad"
84275-3805883-2,REG-4019,Mr. Tracy Boyd,660,Toyota Yaris,2020,"Kothi 489, Johar Town, Rawalpindi"
38057-4796073-1,REG-1832,Mr. Jerry Thomas,1800,Suzuki Cultus,2023,"Kothi 370, Gulberg, Rawalpindi"
54936-5115881-4,REG-8298,Yvonne Young DVM,1300,Suzuki Alto,2010,"House 811, Model Town, Lahore"
46583-7709410-7,REG-7993,Mr. Richard Wood,2700,Suzuki Cultus,2022,"Kothi 9, Bahria Town, Islamabad"
52004-7334879-5,REG-8964,Mr. Hannah Quinn,2700,Suzuki Alto,2018,"Flat 113, Model Town, Lahore"
24191-3945412-7,REG-6760,Zachary Rodriguez,2700,Honda Civic,2013,"Flat 56, Johar Town, Lahore"
22863-6091191-9,REG-6976,Mr. Michael Benton DVM,1300,Toyota Land Cruiser,2012,"Plot 462, Johar Town, Karachi"
28164-3029998-7,REG-4075,Mr. Rachel Turner,1300,Suzuki Cultus,2021,"House 476, Johar Town, Islamabad"
39761-7181699-5,REG-7230,Mr. Ronald Howard,2700,Suzuki Alto,2016,"Flat 280, Bahria Town, Islamabad"
48654-7358143-9,REG-8365,Mr. Paul Davis,1300,Suzuki Alto,2017,"House 831, Johar Town, Karachi"
78263-8447899-6,REG-2229,Mr. Alexander Melton,2700,Toyota Yaris,2012,"Plot 658, DHA, Lahore"
59482-3420111-9,REG-4932,Chaudhry Melissa Perry,2700,Toyota Yaris,2011,"House 857, DHA, Islamabad"
54961-6638338-1,REG-3701,Laura Lee,1000,Honda City,2016,"Plot 90, DHA, Rawalpindi"
67815-2205013-8,REG-3625,Mr. Lisa Greene,3400,Honda City,2022,"Kothi 229, DHA, Karachi"
85587-9867353-7,REG-4798,K. Graham,660,Honda City,2025,"House 738, Model Town, Karachi"
46176-3320443-5,REG-1657,Christine Hernandez,660,Honda City,2011,"Flat 462, Johar Town, Rawalpindi"
60469-6094027-9,REG-6628,Erica Riley DVM,1300,Toyota Prado,2022,"House 678, DHA, Islamabad"
93108-7973095-3,REG-1270,Mr. Steven Shelton,3400,Toyota Yaris,2020,"House 513, Bahria Town, Islamabad"
17169-3843380-2,REG-1797,Mr. Steven Allen,3400,Honda Civic,2016,"Plot 81, Model Town, Islamabad"
96043-5874297-5,REG-9599,N. Thompson,1000,Toyota Yaris,2013,"Flat 341, Bahria Town, Rawalpindi"
24304-1004207-4,REG-3283,Deborah A. West,1300,Suzuki Cultus,2011,"Kothi 568, Model Town, Karachi"
77803-8457324-1,REG-5140,Mr. Cory Cortez,660,Honda City,2012,"Flat 945, Bahria Town, Lahore"
84857-3055249-8,REG-5093,Chaudhry Thomas Ingram,1000,Toyota Yaris,2024,"Kothi 360, Johar Town, Islamabad"
76599-7938598-1,REG-8612,Daniel Higgins,1300,Toyota Yaris,2020,"Kothi 331, Bahria Town, Rawalpindi"
44806-2333428-8,REG-1360,A. Curtis,1800,Suzuki Cultus,2013,"Flat 247, Gulberg, Lahore"
22857-2445099-4,REG-6671,Mr. Jerry Thornton,1800,Honda Civic,2015,"House 900, Gulberg, Lahore"
14754-4467032-6,REG-1839,Mr. Kari Huff,2700,KIA Sportage,2021,"Kothi 622, Johar Town, Rawalpindi"
89139-3875863-2,REG-7755,J. Luna,3400,Suzuki Alto,2022,"Flat 809, Johar Town, Karachi"
32815-7865255-4,REG-2831,Chaudhry Chad Ayers,660,Honda City,2019,"House 58, DHA, Lahore"
83961-2637537-5,REG-3210,Mr. Jeremy Grant,3400,KIA Sportage,2024,"Flat 167, DHA, Islamabad"
71212-2061640-7,REG-3963,Mr. Andrew Jenkins,1300,KIA Sportage,2012,"House 225, Gulberg, Rawalpindi"
99049-4911735-5,REG-1995,Mr. Mary Ali,3400,Toyota Yaris,2025,"Plot 940, Johar Town, Rawalpindi"
58944-1872513-3,REG-4046,Mr. Debra Miller,3400,Toyota Yaris,2011,"Kothi 740, Bahria Town, Karachi"
43307-6766389-2,REG-4505,A. Griffin,660,Toyota Corolla,2017,"House 937, Bahria Town, Islamabad"
13198-3470664-3,REG-2596,A. Davis,1800,KIA Sportage,2018,"Flat 937, Model Town, Islamabad"
26930-8276889-4,REG-6079,Joseph A. Burton,1000,Honda Civic,2023,"Plot 236, Gulberg, Karachi"
28606-8165090-4,REG-8993,B. Donaldson,1300,Toyota Prado,2017,"Plot 438, Bahria Town, Islamabad"
58658-4595975-5,REG-5714,C. Rodriguez,2700,Honda Civic,2024,"Plot 98, Johar Town, Islamabad"
48625-9105013-3,REG-5768,Mr. Jessica Hutchinson,1000,Suzuki Cultus,2023,"House 123, DHA, Karachi"
37130-3275469-8,REG-7590,Mr. Christopher Collins,660,Honda City,2012,"Plot 989, DHA, Islamabad"
58530-2246292-2,REG-5477,P. Trujillo,3400,Honda Civic,2016,"Flat 807, Bahria Town, Karachi"
48346-9192119-9,REG-1716,Chaudhry Alexander Walsh,660,Toyota Corolla,2012,"Kothi 548, Model Town, Rawalpindi"
27509-4343596-8,REG-8100,K. Peterson,1000,BMW X5,2010,"House 345, Gulberg, Rawalpindi"
92551-5290188-6,REG-7753,Benjamin A. Martinez,1300,Honda City,2017,"Plot 502, DHA, Lahore"
64391-9220061-4,REG-8247,Mr. Brian Rodriguez,2700,Suzuki Cultus,2017,"Kothi 396, Bahria Town, Karachi"
12060-5134542-7,REG-8468,Joshua A. Gonzalez,1800,KIA Sportage,2024,"Plot 718, Gulberg, Islamabad"
10127-6741120-3,REG-3306,P. Rodriguez,1300,Toyota Corolla,2014,"Flat 175, Gulberg, Islamabad"
91134-9024831-2,REG-2787,Elizabeth A. Tucker,2700,Honda City,2015,"Flat 888, Bahria Town, Rawalpindi"
70004-3903768-9,REG-7307,Chaudhry Donna Martinez,2700,Suzuki Alto,2022,"House 651, Johar Town, Karachi"
55772-8806173-9,REG-3380,Beth A. Maddox,1800,Toyota Yaris,2015,"Flat 111, Model Town, Islamabad"
85591-9480394-4,REG-1588,Timothy Turner,3400,Toyota Yaris,2011,"House 4, Johar Town, Rawalpindi"
59635-3167617-8,REG-9417,Mr. Kimberly Reyes,660,Suzuki Alto,2020,"House 86, Bahria Town, Lahore"
50474-9899280-7,REG-8532,Mary Kirk,3400,Honda City,2016,"Plot 363, Model Town, Lahore"
35200-3436050-4,REG-1134,Nathan Kennedy,660,Suzuki Alto,2014,"Plot 826, Gulberg, Karachi"
86360-2099860-6,REG-5556,D. Walker,3400,Suzuki Cultus,2019,"House 839, Model Town, Lahore"
21510-3360894-8,REG-5745,M. Jackson,660,Honda City,2014,"Flat 188, Gulberg, Islamabad"
21905-1917394-1,REG-9633,Ryan A. Roberts,1800,BMW X5,2021,"Kothi 971, Model Town, Rawalpindi"
30102-4163690-2,REG-6155,David A. Smith,3400,Toyota Corolla,2014,"Kothi 827, Bahria Town, Karachi"
44688-9517543-6,REG-1069,Eddie A. Sandoval,660,Honda City,2017,"Plot 1, Johar Town, Lahore"
80792-9303607-9,REG-2834,G. Wood,1000,Suzuki Alto,2024,"Flat 780, Gulberg, Karachi"
90932-3752667-1,REG-7655,Ashley A. Rogers,660,Suzuki Alto,2012,"House 722, DHA, Islamabad"
90285-1582773-2,REG-6732,T. Rivera,1800,Suzuki Alto,2011,"House 934, DHA, Lahore"
82196-7484509-1,REG-7402,John Mathews,2700,Suzuki Cultus,2025,"Plot 986, Gulberg, Karachi"
58833-5453347-3,REG-4813,J. Gates,1000,Suzuki Cultus,2019,"House 207, Bahria Town, Rawalpindi"
69068-5208412-2,REG-2155,Shawn Harris,2700,Honda Civic,2016,"Kothi 366, Bahria Town, Rawalpindi"
66503-3346052-7,REG-5280,Jennifer A. Moody,1300,Suzuki Cultus,2020,"House 570, Gulberg, Lahore"
59630-8556853-1,REG-4498,S. Sellers,660,Toyota Yaris,2022,"Plot 592, Model Town, Rawalpindi"
11608-4721820-9,REG-3442,M. Campbell,3400,Suzuki Cultus,2015,"Plot 581, Johar Town, Lahore"
88840-4022949-4,REG-8843,Brandon Edwards,2700,Toyota Yaris,2017,"Kothi 199, Model Town, Rawalpindi"
61288-9432219-6,REG-2746,M. Zavala,1800,Suzuki Cultus,2011,"Plot 166, Gulberg, Karachi"
49316-4022101-6,REG-6565,Michele A. Walker,660,Toyota Corolla,2020,"House 716, DHA, Karachi"
77953-6516213-5,REG-4925,Thomas Green,660,BMW X5,2015,"Flat 44, Model Town, Islamabad"
17949-5017402-3,REG-3605,N. Thomas,660,Suzuki Alto,2019,"Kothi 785, Gulberg, Karachi"
54552-6639253-3,REG-4504,Raymond A. Ibarra,1300,Audi A6,2010,"Flat 240, Gulberg, Lahore"
40376-5320293-6,REG-5719,Chaudhry Joshua Bullock,1800,Suzuki Cultus,2021,"House 241, Johar Town, Islamabad"
96384-2010804-9,REG-8917,A. Wilson,1300,Toyota Yaris,2017,"Kothi 390, Bahria Town, Lahore"
97005-1082875-6,REG-4398,Mr. Anthony Wagner,660,Suzuki Alto,2023,"Plot 74, Gulberg, Lahore"
41351-5758519-1,REG-1614,Allison Martin,1300,Suzuki Cultus,2011,"Plot 138, Johar Town, Islamabad"
31498-5227330-5,REG-4975,Mr. Jose White,1800,Suzuki Alto,2010,"Flat 819, Bahria Town, Rawalpindi"
89282-7099581-3,REG-3929,Chaudhry Wesley Taylor,1000,Toyota Yaris,2016,"Plot 260, DHA, Karachi"
43547-1661663-6,REG-2141,Alexandria A. Watkins,660,Honda City,2024,"Flat 938, Johar Town, Lahore"
54680-6159391-8,REG-3610,T. Watson,1300,Toyota Yaris,2023,"House 424, Gulberg, Rawalpindi"
37604-9254937-2,REG-9672,Bethany A. Gilmore,1300,KIA Sportage,2020,"House 52, Johar Town, Karachi"
53555-1670719-1,REG-3506,Chaudhry Thomas Barnes,3400,Toyota Yaris,2023,"Plot 419, Gulberg, Lahore"
35398-2167536-3,REG-6471,S. Reid,1300,Toyota Yaris,2024,"Plot 557, Gulberg, Lahore"
82687-3679973-4,REG-2091,Melissa A. Powers,660,Suzuki Alto,2020,"Flat 493, Bahria Town, Islamabad"
19408-6640402-3,REG-1627,J. Miller,1000,Toyota Land Cruiser,2025,"Flat 22, Bahria Town, Islamabad"
65326-2759440-3,REG-3088,Chaudhry Rachel Beard,1300,Suzuki Alto,2024,"Plot 932, Bahria Town, Lahore"
40647-9331309-1,REG-2863,S. Lozano,2700,Toyota Corolla,2022,"Flat 580, Johar Town, Islamabad"
98380-6587493-4,REG-5168,Chaudhry Fernando Bullock,1300,KIA Sportage,2016,"Kothi 453, Model Town, Lahore"
39058-7716111-1,REG-4844,Maria Fletcher,1800,BMW X5,2020,"House 145, DHA, Lahore"
99102-2200562-5,REG-7519,Alex A. Mcbride,1000,Toyota Yaris,2014,"Plot 333, Bahria Town, Lahore"
83124-2864045-9,REG-5481,K. Johnson,660,Toyota Yaris,2015,"Kothi 583, Model Town, Rawalpindi"
50251-5511111-5,REG-8121,Mr. Dr. Stephanie Hernandez,1300,Toyota Yaris,2012,"Plot 920, Johar Town, Lahore"
35882-8859074-2,REG-3084,K. Thompson,1300,Audi A6,2020,"Flat 226, Bahria Town, Lahore"
75140-1429496-6,REG-9427,Johnny Johnson,1000,Suzuki Alto,2010,"House 63, DHA, Lahore"
37117-7285762-6,REG-5642,Mr. Steven Marshall,1300,Suzuki Alto,2011,"House 718, Bahria Town, Lahore"
53167-1654170-3,REG-9841,Mr. Gary Kelly,2700,Suzuki Cultus,2016,"Flat 118, Bahria Town, Lahore"
33394-4746373-9,REG-7875,Nicole Rodriguez,1800,Suzuki Alto,2022,"Flat 273, DHA, Rawalpindi"
52738-9419305-8,REG-2929,J. Allen,1300,Suzuki Cultus,2017,"Flat 674, DHA, Rawalpindi"
33721-3320935-9,REG-1539,Chaudhry Amanda Cohen,1800,Suzuki Alto,2015,"Flat 46, Model Town, Islamabad"
49292-9116841-9,REG-8146,Mr. Susan Jones,3400,Honda City,2013,"Kothi 543, Model Town, Karachi"
75887-6925879-8,REG-5732,Nancy Anderson,3400,Suzuki Alto,2011,"Plot 452, Bahria Town, Karachi"
22545-7559218-9,REG-2861,Chaudhry Matthew Williams,3400,Suzuki Cultus,2021,"Flat 818, Gulberg, Rawalpindi"
78327-3908110-4,REG-1795,S. Smith,1800,Suzuki Alto,2014,"House 431, Johar Town, Rawalpindi"
29412-1487848-8,REG-5616,A. Mercer,1000,Toyota Yaris,2020,"Kothi 590, Johar Town, Rawalpindi"
36540-6055401-8,REG-5210,Nichole Gallagher,3400,Toyota Yaris,2018,"House 314, Model Town, Karachi"
87987-6857501-4,REG-4340,Sarah A. Patterson,2700,Honda City,2021,"Flat 126, DHA, Karachi"
22153-1006928-3,REG-3129,Christian Tran,1800,Honda Civic,2014,"Plot 514, DHA, Islamabad"
87446-3861351-8,REG-9175,Cynthia Mitchell,1000,Suzuki Cultus,2013,"House 157, DHA, Islamabad"
43230-3734901-7,REG-9210,Chaudhry Michelle Moss,1300,Suzuki Cultus,2011,"Flat 888, Bahria Town, Lahore"
45593-6465486-4,REG-6915,Jon A. Nash,3400,Honda City,2017,"House 416, Model Town, Lahore"
23468-1232374-3,REG-8254,Samantha A. Harris,3400,Honda City,2011,"Kothi 187, DHA, Islamabad"
48586-5108953-4,REG-6095,Anthony A. Woods,1000,Honda Civic,2020,"Plot 734, Model Town, Islamabad"
27969-6464724-9,REG-1111,Kimberly Johnson,1000,Honda City,2020,"Flat 292, Johar Town, Islamabad"
39611-8862427-3,REG-8937,Chaudhry Madison Hunter,660,Suzuki Cultus,2020,"Plot 528, Gulberg, Rawalpindi"
58287-3766192-9,REG-9805,Mr. Shannon Becker,1800,Toyota Corolla,2012,"House 970, DHA, Lahore"
35761-3087792-9,REG-1558,Mr. Jason Spencer,3400,Honda City,2016,"Kothi 442, Model Town, Karachi"
59407-7815085-8,REG-4149,Erik A. Henson,1800,KIA Sportage,2019,"House 128, Johar Town, Lahore"
45624-1143005-4,REG-9935,M. Thornton,2700,Suzuki Alto,2010,"Kothi 311, DHA, Rawalpindi"
94366-7541910-7,REG-1696,Mr. Tracy Osborn,1800,Suzuki Alto,2016,"House 882, Bahria Town, Lahore"
92707-8324817-9,REG-2353,J. Soto,3400,Suzuki Alto,2012,"Kothi 730, Model Town, Karachi"
93442-9766522-2,REG-9804,K. Ward,1300,Suzuki Alto,2016,"Kothi 980, Bahria Town, Lahore"
55801-5998083-8,REG-6657,E. Murphy,660,Suzuki Alto,2025,"Flat 854, DHA, Rawalpindi"
42450-7939345-4,REG-8158,K. Brady,1300,Suzuki Cultus,2011,"Plot 171, Bahria Town, Karachi"
43546-6077861-7,REG-8078,Emily A. Park,1800,Honda City,2023,"Kothi 565, Gulberg, Rawalpindi"
14627-6736965-6,REG-6529,Jonathan Mitchell,660,Toyota Corolla,2021,"House 56, Gulberg, Rawalpindi"
98954-8358076-8,REG-2752,Laura A. Smith,1000,Suzuki Cultus,2023,"Kothi 613, DHA, Lahore"
99323-7108592-6,REG-6836,William Dillon,2700,Suzuki Alto,2022,"Flat 135, Gulberg, Islamabad"
71338-3142540-9,REG-8618,Mr. Laura Short,1800,KIA Sportage,2010,"Plot 588, DHA, Lahore"
73973-6391333-7,REG-8699,Kathryn A. Adams,1800,Suzuki Alto,2015,"Flat 909, Model Town, Rawalpindi"
69489-2197693-8,REG-6060,Michelle A. Frank,1800,KIA Sportage,2014,"House 152, Bahria Town, Lahore"
79309-1853209-7,REG-2737,Mr. Shannon Griffin,2700,Honda City,2012,"House 462, DHA, Karachi"
81276-6380701-9,REG-5669,Chaudhry Sheila Jones,660,Suzuki Alto,2021,"House 978, Model Town, Rawalpindi"
16575-2957825-3,REG-2231,Mr. Duane Sanchez,2700,Honda City,2013,"Flat 209, Bahria Town, Rawalpindi"
93880-7058226-4,REG-8311,James Evans,2700,Toyota Corolla,2015,"Plot 910, Johar Town, Karachi"
37275-4059902-9,REG-2593,D. Horne,3400,Toyota Corolla,2011,"Plot 981, Bahria Town, Karachi"
93102-4497362-4,REG-2511,Dawn Beard,1800,Honda Civic,2019,"Plot 925, Gulberg, Lahore"
41166-8411093-3,REG-1858,Chaudhry Nicholas Garcia,660,Suzuki Cultus,2012,"Plot 491, Model Town, Rawalpindi"
64884-4665835-3,REG-2430,John A. Stewart,3400,Honda City,2012,"Flat 53, Model Town, Lahore"
72241-1081357-4,REG-1899,P. Mccormick,660,KIA Sportage,2010,"Flat 51, Model Town, Rawalpindi"
36132-6137356-7,REG-6102,Daniel A. Davis,1000,Toyota Corolla,2018,"Kothi 607, Model Town, Lahore"
55448-3623800-3,REG-3006,Kenneth Barajas,3400,Toyota Corolla,2023,"Plot 535, Bahria Town, Rawalpindi"
