cnic,registry_no,buyer_name,seller_name,property_address,property_value_pkr,transfer_date,area_marla,property_type
88931-4011350-4,REGY-820721,David A. Lewis,Mrs. Julia Hall,"House 354, Johar Town, Islamabad",9439204,2020-03-08,15,Apartment
94595-7647269-7,REGY-843598,Chaudhry Aaron Thomas,Cynthia Villarreal,"Flat 293, Johar Town, Islamabad",5690961,2020-11-04,5,Plot
47250-9232475-5,REGY-944370,Mr. Debra Pineda,Chad Sanchez,"Kothi 308, DHA, Karachi",4041267,2020-03-10,10,House
67981-1257131-6,REGY-783477,J. Martin,Lawrence Lee,"House 95, Johar Town, Islamabad",6890869,2024-02-14,20,House
82164-1901605-1,REGY-732257,Chaudhry Lawrence Hernandez,Maria Dunlap,"House 47, Model Town, Islamabad",2911793,2025-02-25,15,Plot
76171-2466482-4,REGY-748677,Kimberly Bolton,Justin Young,"Kothi 487, DHA, Islamabad",15929912,2020-11-27,15,Apartment
71406-2524290-1,REGY-653030,Stephanie Tran,Jeffrey Bates,"House 933, Johar Town, Rawalpindi",7550772,2023-02-17,20,House
78879-7276396-6,REGY-328559,Mr. Robyn Davis,Laurie Thomas DDS,"Plot 979, Johar Town, Lahore",5919904,2025-09-13,10,Plot
45962-3234000-4,REGY-401006,Julie A. Beck,James Gonzalez,"Kothi 472, Johar Town, Islamabad",5482730,2023-11-18,20,House
66819-6716183-8,REGY-466385,Jay Stanley,Kenneth Davis,"Flat 172, Model Town, Islamabad",5615929,2025-11-11,15,Commercial
87741-5644920-5,REGY-233596,Rebecca Scott,Elizabeth Richard,"Plot 918, DHA, Rawalpindi",9324081,2020-10-02,15,House
49560-6368708-1,REGY-316798,Mr. Jason Barnett,Meghan Mayer,"House 614, Gulberg, Islamabad",4075223,2024-11-09,5,Apartment
12621-5700731-8,REGY-416881,Mr. Vincent Brown,Ronald Smith,"Flat 693, Model Town, Islamabad",33438632,2020-06-01,10,Plot
47493-2796348-6,REGY-755219,Chaudhry Tracy Mcdonald,Kimberly Lee,"Plot 105, Model Town, Karachi",7996422,2023-04-01,15,Plot
84827-7739991-6,REGY-177426,John A. Anderson,Jeffrey Miller,"Plot 934, Model Town, Lahore",61850826,2022-09-26,20,Apartment
11233-1498014-3,REGY-120901,Mr. Mark Palmer,Gloria Peters,"Kothi 27, Bahria Town, Rawalpindi",10042968,2023-11-16,5,Apartment
52727-1252421-9,REGY-404808,Chaudhry Alyssa Greene,Barbara Rowe,"Kothi 222, Gulberg, Rawalpindi",21015547,2021-10-01,20,Apartment
31432-1699722-8,REGY-239374,R. Jones,Gloria Reed,"Flat 85, Johar Town, Karachi",2884113,2021-05-09,20,House
64237-2411481-3,REGY-840226,Jose Schultz,Amber Jones,"Plot 326, Gulberg, Karachi",23151717,2025-10-14,20,House
54027-6583297-1,REGY-931471,Jessica A. Wilson,Cristian Sanders,"Kothi 813, DHA, Karachi",8614569,2024-04-21,5,Plot
88592-5484479-6,REGY-260637,Chaudhry Jennifer Blake,Olivia Bowman,"Kothi 976, Bahria Town, Rawalpindi",8228125,2025-07-16,10,Plot
54358-6343603-6,REGY-644385,Chaudhry Pamela Clark,Katie Hart,"Kothi 692, Bahria Town, Rawalpindi",7301683,2024-06-13,10,House
19218-8084416-6,REGY-590973,Matthew Ayers,Adrienne Armstrong MD,"Flat 239, Johar Town, Lahore",51975670,2024-06-21,5,Plot
19396-1670077-3,REGY-874218,M. Griffith,Courtney Hobbs,"Flat 289, Model Town, Islamabad",7773163,2024-03-17,5,House
18368-7239392-9,REGY-654465,Mr. Ashley Barnett,Brandon Ball,"Kothi 793, Gulberg, Rawalpindi",3991661,2021-11-25,10,Apartment
11519-9074544-9,REGY-514925,Mr. Ashley Reed,Julie Craig,"Flat 98, Bahria Town, Karachi",9799788,2022-09-16,15,Plot
27395-2498043-2,REGY-940041,Michelle Mitchell,Bianca Petersen,"Flat 34, DHA, Rawalpindi",4312958,2020-03-28,15,Apartment
21362-2923397-4,REGY-617266,Chaudhry Tanya Smith,Austin Irwin,"Kothi 298, Johar Town, Lahore",5030495,2023-07-05,10,Plot
66388-6120437-2,REGY-327034,K. Carr,Vickie Church,"Flat 143, Gulberg, Islamabad",10287969,2024-09-10,5,Commercial
39366-7116041-1,REGY-845792,Angela Brooks,Erik Fields,"Kothi 122, Model Town, Rawalpindi",11227148,2021-12-24,5,Apartment
16671-7888554-5,REGY-410463,Maria Jennings,Daniel Romero,"Kothi 326, Bahria Town, Rawalpindi",2865193,2022-09-27,5,Commercial
51771-2417502-4,REGY-355051,Anna A. Murphy,Daniel Reynolds,"Plot 336, DHA, Islamabad",3476896,2020-08-04,10,Commercial
91627-3439192-3,REGY-780490,Michael Davis,Cynthia Sims,"House 255, Model Town, Islamabad",3684780,2025-11-16,20,House
86956-7934876-7,REGY-957159,Deborah Espinoza,Charles Walker,"House 170, DHA, Karachi",11835837,2024-04-11,5,Apartment
90779-1972350-9,REGY-797489,Steven Jackson,Mike Jensen,"House 293, Model Town, Lahore",11832042,2022-09-11,20,Plot
64189-6745931-8,REGY-328492,Tom A. Cook,Stephanie Thompson,"Kothi 224, Model Town, Lahore",10427009,2024-03-25,10,Commercial
92092-5212567-8,REGY-403931,Jessica A. Cherry,Christine Bush,"House 600, Gulberg, Islamabad",3840620,2024-05-11,10,Plot
73227-9258329-4,REGY-188109,A. Byrd,Heather Villanueva,"Flat 368, Gulberg, Karachi",10765421,2020-09-04,20,House
82628-6105347-5,REGY-725112,S. George,Matthew Joseph,"Plot 661, Gulberg, Rawalpindi",10448464,2022-02-11,20,Apartment
32597-8253915-3,REGY-715447,Katherine Carter,David Robinson DDS,"Flat 810, Gulberg, Lahore",3476381,2020-10-14,10,House
23377-4276714-4,REGY-413970,Chaudhry Robert Deleon,David Moore,"House 40, Bahria Town, Rawalpindi",2557970,2020-12-27,10,Apartment
14955-9429751-7,REGY-411051,Chaudhry Krystal Chavez,Kevin Duke,"House 604, DHA, Lahore",10336311,2022-09-02,15,House
28042-1901020-9,REGY-620857,T. Williams,Jeffrey Garcia,"Flat 724, Johar Town, Rawalpindi",2480237,2022-10-20,5,House
44034-6677674-3,REGY-501828,Rachel A. Riley,Melissa Patterson,"Kothi 343, DHA, Islamabad",16111776,2022-08-20,15,House
46316-4758674-7,REGY-788371,David A. Howard,Olivia Joyce,"House 410, Bahria Town, Islamabad",64573459,2020-07-28,5,Apartment
61079-3798664-1,REGY-268331,Earl Abbott,Molly Moran,"House 210, Gulberg, Karachi",47152893,2023-02-22,15,Apartment
21353-7758007-5,REGY-851748,C. Baker,David Clark,"Kothi 913, Gulberg, Islamabad",10750447,2020-04-18,10,Plot
13316-1718636-3,REGY-118673,Kenneth A. Martinez,Eric Frank,"Kothi 271, Bahria Town, Lahore",4440240,2024-06-14,10,Apartment
39247-9995438-9,REGY-511580,Anthony Atkins,Jack Lewis,"House 184, Model Town, Karachi",12652488,2020-04-12,20,Apartment
86257-7980601-4,REGY-452189,Chaudhry Frank Collins,Megan Thompson,"Flat 70, Bahria Town, Islamabad",8207435,2025-09-23,10,Apartment
97435-6013565-5,REGY-163847,Laura A. Moses,Ricky Maldonado,"Kothi 709, Bahria Town, Lahore",66650525,2020-10-16,5,Apartment
92451-3044626-4,REGY-981080,Michelle A. Shields,Brenda Martin,"House 971, Model Town, Rawalpindi",27173656,2022-07-12,20,Plot
76524-4343997-6,REGY-323780,Leslie A. MD,Carmen Sanchez,"Kothi 360, Gulberg, Rawalpindi",3666136,2022-10-22,20,House
76380-9403820-7,REGY-748150,Chaudhry Jill Cunningham,Victor Richards,"House 941, Model Town, Islamabad",11698740,2022-12-16,20,Apartment
76926-7032324-3,REGY-801704,Chaudhry Katie Jones,Alexandra Garcia,"Plot 263, Bahria Town, Lahore",11927884,2022-12-05,15,Plot
23994-5930647-9,REGY-387919,Mr. Anthony Fletcher,Carol Miller,"Flat 517, Bahria Town, Rawalpindi",8191497,2022-12-19,5,Commercial
74830-9730806-9,REGY-430556,Connor A. Buchanan,Brett Madden,"Plot 373, Bahria Town, Islamabad",72720559,2020-02-18,5,House
27396-6990254-5,REGY-785986,Chaudhry Dr. Alicia Bass,Vincent Lewis,"Plot 168, Bahria Town, Rawalpindi",9281735,2020-12-01,15,Plot
86441-2190543-3,REGY-204150,Denise Delacruz,Angela Ortiz,"Plot 223, Gulberg, Lahore",10948474,2023-01-08,20,Plot
18208-4828429-8,REGY-471909,T. Hawkins,Vanessa Flores,"House 521, Bahria Town, Rawalpindi",7123360,2020-05-20,15,Apartment
92572-8501528-5,REGY-820440,Mr. Nathan Davis,Michael Boyd,"Plot 541, Model Town, Karachi",17311345,2024-05-08,15,House
21169-1634046-7,REGY-563394,James Nelson MD,Katie Wallace,"Flat 446, Johar Town, Karachi",10893958,2022-04-13,10,Commercial
72310-6358858-4,REGY-664943,Nicole A. Martin,Kimberly Owens,"House 207, Gulberg, Lahore",6678245,2023-08-13,15,Apartment
86872-2495804-6,REGY-450550,Clarence A. Brown,Eric Miller,"Flat 248, Gulberg, Rawalpindi",10424724,2024-11-27,15,Apartment
45772-7000303-5,REGY-918412,Chaudhry William Wells,Jenna Dodson,"Kothi 759, Bahria Town, Lahore",4832454,2025-03-04,15,House
49231-5727714-8,REGY-203152,Chaudhry Peter Hendrix,Heather Chan,"Kothi 453, Johar Town, Islamabad",7692602,2020-05-05,15,Plot
27944-6137466-9,REGY-516836,Tyler A. Frye,Benjamin Hudson,"House 989, Model Town, Rawalpindi",16614143,2023-04-01,5,Commercial
61767-4860855-1,REGY-847748,Mr. Chelsea Vance,Lisa Nguyen,"Flat 393, Model Town, Lahore",11632713,2023-10-24,10,Commercial
53511-8177104-1,REGY-966150,Chaudhry Jane Thomas,Melinda Gay,"Kothi 158, DHA, Rawalpindi",9515505,2022-03-12,10,Plot
12440-5651666-2,REGY-357742,Paul Calderon,Barbara Calderon,"Flat 778, Gulberg, Karachi",5968320,2024-10-04,20,House
42688-3207046-9,REGY-923457,Mr. Michael Mcbride,Jeffrey Williams,"Kothi 364, Bahria Town, Lahore",4765551,2022-04-07,20,Apartment
91856-2496110-6,REGY-502308,Donna Tyler,James Harris Jr.,"House 666, Gulberg, Karachi",11203934,2025-03-01,5,Plot
23372-4165755-8,REGY-214997,Cindy Wilson,Terrence Mathews,"Plot 650, Gulberg, Karachi",10302271,2020-09-16,15,Apartment
64745-7600565-7,REGY-101605,Randy A. Turner,Bryan Hernandez,"Plot 476, Bahria Town, Islamabad",7480225,2023-04-18,15,Plot
33427-6237884-4,REGY-144651,L. Wright,Jacob Hamilton,"House 621, Gulberg, Rawalpindi",8138292,2025-01-08,10,House
43089-7687980-7,REGY-514070,Mr. Jacqueline Jones,Steve King,"Kothi 676, Gulberg, Islamabad",19527950,2023-03-10,20,Apartment
70134-7678413-4,REGY-327532,Mr. Hector Butler,Jessica Carter,"Plot 690, Bahria Town, Rawalpindi",10987410,2022-08-27,20,Plot
71913-4682966-9,REGY-807351,Nicholas A. Lam,Tyler Contreras,"House 488, DHA, Karachi",9790037,2022-02-08,20,House
82213-9444604-6,REGY-487022,Chaudhry Dr. Shannon Green,Laura Dickson,"Flat 682, DHA, Rawalpindi",3615748,2023-08-01,5,Plot
53022-7419287-2,REGY-606377,Chaudhry Jamie Morrison,Ashley Vasquez,"Kothi 217, Johar Town, Islamabad",24964404,2020-06-25,10,House
92557-3325772-7,REGY-917516,A. Wright,Brandy Frazier,"Kothi 375, Gulberg, Islamabad",6457036,2021-04-27,5,Plot
97717-7146105-8,REGY-467517,Anna Lewis,Nancy Sweeney,"Kothi 626, Gulberg, Rawalpindi",79723320,2025-03-11,10,Commercial
83765-8493528-2,REGY-622913,Alyssa A. MD,Sonya Price,"House 482, Gulberg, Islamabad",56454085,2020-09-13,15,Apartment
84275-3805883-2,REGY-660145,Tracy A. Boyd,William Hooper,"Kothi 489, Johar Town, Rawalpindi",6884894,2023-03-01,10,Plot
38057-4796073-1,REGY-406135,Jerry Thomas,Michael Watts,"Kothi 370, Gulberg, Rawalpindi",8166847,2023-08-18,15,Commercial
54936-5115881-4,REGY-347537,Yvonne A. DVM,Kelly Lopez,"House 811, Model Town, Lahore",7642134,2022-01-07,10,Commercial
46583-7709410-7,REGY-563029,R. Wood,Robert Edwards,"Kothi 9, Bahria Town, Islamabad",6672155,2024-05-13,20,Apartment
52004-7334879-5,REGY-149429,Chaudhry Hannah Quinn,Christine Brewer,"Flat 113, Model Town, Lahore",7534694,2020-02-12,5,House
24191-3945412-7,REGY-551036,Chaudhry Zachary Rodriguez,Nicole Cochran,"Flat 56, Johar Town, Lahore",14646287,2025-07-26,5,Commercial
22863-6091191-9,REGY-520874,M. Benton DVM,Michael Foster,"Plot 462, Johar Town, Karachi",42164140,2020-05-23,20,Commercial
28164-3029998-7,REGY-304958,Chaudhry Rachel Turner,Sarah Paul,"House 476, Johar Town, Islamabad",10296085,2022-02-22,5,House
39761-7181699-5,REGY-428640,Chaudhry Ronald Howard,John Young,"Flat 280, Bahria Town, Islamabad",2356109,2020-07-27,10,Commercial
48654-7358143-9,REGY-359025,Paul A. Davis,Shannon Santos,"House 831, Johar Town, Karachi",7388282,2024-03-06,5,Apartment
78263-8447899-6,REGY-609203,A. Melton,Steven Rogers,"Plot 658, DHA, Lahore",3259483,2024-07-11,5,Apartment
59482-3420111-9,REGY-392788,Chaudhry Melissa Perry,Joseph Miller,"House 857, DHA, Islamabad",6326004,2021-04-26,10,Apartment
54961-6638338-1,REGY-864277,L. Lee,Jennifer Olson,"Plot 90, DHA, Rawalpindi",4163010,2024-04-11,20,Commercial
67815-2205013-8,REGY-580695,Mr. Lisa Greene,Raymond Adams,"Kothi 229, DHA, Karachi",4499174,2025-05-22,5,Apartment
85587-9867353-7,REGY-277826,Kristin A. Graham,Scott Roberts,"House 738, Model Town, Karachi",4288741,2025-07-27,5,House
46176-3320443-5,REGY-166269,Mr. Christine Hernandez,Sara Schneider,"Flat 462, Johar Town, Rawalpindi",5510556,2022-06-10,5,Apartment
60469-6094027-9,REGY-661541,Erica Riley DVM,Crystal Jones,"House 678, DHA, Islamabad",21594681,2020-06-16,5,House
93108-7973095-3,REGY-875319,Mr. Steven Shelton,Geoffrey Johnson,"House 513, Bahria Town, Islamabad",9104062,2023-08-28,15,Commercial
17169-3843380-2,REGY-766279,Steven Allen,Katie Walker,"Plot 81, Model Town, Islamabad",10384344,2022-05-05,20,Commercial
96043-5874297-5,REGY-139396,Nathan A. Thompson,Tracey Cooke,"Flat 341, Bahria Town, Rawalpindi",9564242,2025-03-15,15,House
24304-1004207-4,REGY-477061,Chaudhry Deborah West,Sharon Dickson,"Kothi 568, Model Town, Karachi",5336402,2023-10-18,15,House
77803-8457324-1,REGY-353318,Chaudhry Cory Cortez,Mrs. Michele Hardin PhD,"Flat 945, Bahria Town, Lahore",9910574,2021-04-12,5,House
84857-3055249-8,REGY-317887,Mr. Thomas Ingram,Amanda Spears,"Kothi 360, Johar Town, Islamabad",2099295,2022-01-09,20,Commercial
76599-7938598-1,REGY-903111,Chaudhry Daniel Higgins,Amy Howard,"Kothi 331, Bahria Town, Rawalpindi",4560856,2021-09-24,15,House
44806-2333428-8,REGY-324657,Mr. Aimee Curtis,Alicia Valdez,"Flat 247, Gulberg, Lahore",8151581,2023-03-22,15,House
22857-2445099-4,REGY-368407,Jerry A. Thornton,Samuel Ruiz,"House 900, Gulberg, Lahore",19277870,2024-09-12,20,Commercial
14754-4467032-6,REGY-532388,Chaudhry Kari Huff,Robert Fields,"Kothi 622, Johar Town, Rawalpindi",9625109,2022-04-23,10,Commercial
89139-3875863-2,REGY-615677,Joseph Luna,Jennifer Page,"Flat 809, Johar Town, Karachi",8999369,2020-10-25,10,House
32815-7865255-4,REGY-731221,Mr. Chad Ayers,Darrell Miller,"House 58, DHA, Lahore",10483452,2024-02-25,10,Plot
83961-2637537-5,REGY-586748,Jeremy Grant,Nathan Wang,"Flat 167, DHA, Islamabad",22187601,2022-01-19,10,House
71212-2061640-7,REGY-950104,Mr. Andrew Jenkins,Hannah Cochran,"House 225, Gulberg, Rawalpindi",13711043,2025-06-03,10,Apartment
99049-4911735-5,REGY-629403,Mary Ali,Christopher Harrison,"Plot 940, Johar Town, Rawalpindi",2911919,2025-07-17,20,Commercial
58944-1872513-3,REGY-523218,Mr. Debra Miller,Katie Miller,"Kothi 740, Bahria Town, Karachi",9173989,2025-03-11,5,Commercial
43307-6766389-2,REGY-136087,Mr. Amanda Griffin,James Gray,"House 937, Bahria Town, Islamabad",19346875,2023-02-14,5,House
13198-3470664-3,REGY-447214,Alejandro A. Davis,Ryan Bell,"Flat 937, Model Town, Islamabad",7696355,2020-03-26,10,Apartment
26930-8276889-4,REGY-448277,J. Burton,Warren Pena,"Plot 236, Gulberg, Karachi",10003772,2025-08-04,20,Commercial
28606-8165090-4,REGY-673752,Brent Donaldson,Denise Hatfield,"Plot 438, Bahria Town, Islamabad",51660201,2020-05-25,5,Apartment
58658-4595975-5,REGY-355260,Mr. Courtney Rodriguez,Stephanie Wright,"Plot 98, Johar Town, Islamabad",12416357,2022-09-22,15,Commercial
48625-9105013-3,REGY-188262,J. Hutchinson,Angela Davis,"House 123, DHA, Karachi",9749295,2022-09-26,10,Plot
37130-3275469-8,REGY-741384,Mr. Christopher Collins,Derek Kim PhD,"Plot 989, DHA, Islamabad",11815914,2020-05-21,20,Apartment
58530-2246292-2,REGY-936227,Paul Trujillo,Cynthia Owen,"Flat 807, Bahria Town, Karachi",11921078,2024-11-03,15,Plot
48346-9192119-9,REGY-159692,Alexander A. Walsh,Elijah Bell,"Kothi 548, Model Town, Rawalpindi",21559914,2025-07-21,20,Apartment
27509-4343596-8,REGY-893870,Chaudhry Kristine Peterson,Roger Crawford,"House 345, Gulberg, Rawalpindi",70540194,2025-08-19,15,Commercial
92551-5290188-6,REGY-764544,B. Martinez,Meghan Calderon,"Plot 502, DHA, Lahore",8972301,2023-08-06,5,Apartment
64391-9220061-4,REGY-550411,B. Rodriguez,Rebecca Craig,"Kothi 396, Bahria Town, Karachi",9453466,2025-07-25,20,Plot
12060-5134542-7,REGY-513671,Chaudhry Joshua Gonzalez,Debra Morris,"Plot 718, Gulberg, Islamabad",16669974,2024-08-03,5,Plot
10127-6741120-3,REGY-119211,Mr. Pedro Rodriguez,Jennifer Owen,"Flat 175, Gulberg, Islamabad",16655246,2023-04-21,10,Apartment
91134-9024831-2,REGY-209926,E. Tucker,Timothy Phillips,"Flat 888, Bahria Town, Rawalpindi",11215635,2021-11-10,15,Apartment
70004-3903768-9,REGY-746515,D. Martinez,Michael Lozano,"House 651, Johar Town, Karachi",3036734,2023-03-14,5,Commercial
55772-8806173-9,REGY-734860,Beth A. Maddox,Dawn Atkins,"Flat 111, Model Town, Islamabad",8256055,2023-03-18,20,House
85591-9480394-4,REGY-455054,Timothy A. Turner,Nicholas Avila,"House 4, Johar Town, Rawalpindi",8435651,2023-09-10,5,Plot
59635-3167617-8,REGY-621043,Mr. Kimberly Reyes,Michelle Vaughn,"House 86, Bahria Town, Lahore",8002866,2022-01-27,20,Commercial
50474-9899280-7,REGY-971246,Mr. Mary Kirk,Caitlin Rose,"Plot 363, Model Town, Lahore",10242078,2023-05-28,5,Apartment
35200-3436050-4,REGY-509583,N. Kennedy,Kayla Hurst,"Plot 826, Gulberg, Karachi",4546450,2023-11-20,10,House
86360-2099860-6,REGY-916034,D. Walker,David Romero,"House 839, Model Town, Lahore",2608270,2021-04-12,15,Commercial
21510-3360894-8,REGY-373426,Mr. Marco Jackson,Jessica Hall,"Flat 188, Gulberg, Islamabad",2004519,2023-12-25,10,Apartment
21905-1917394-1,REGY-405465,R. Roberts,Timothy Prince,"Kothi 971, Model Town, Rawalpindi",38021604,2023-12-20,15,Commercial
30102-4163690-2,REGY-920358,Chaudhry David Smith,Cody Ross,"Kothi 827, Bahria Town, Karachi",24671667,2021-02-04,10,Apartment
44688-9517543-6,REGY-819826,Eddie Sandoval,Anne Macdonald,"Plot 1, Johar Town, Lahore",9526543,2024-03-18,5,Commercial
80792-9303607-9,REGY-710711,Chaudhry Greg Wood,Gary Smith,"Flat 780, Gulberg, Karachi",7694454,2022-09-03,15,Commercial
90932-3752667-1,REGY-253718,Ashley Rogers,Dr. Frances Estrada DDS,"House 722, DHA, Islamabad",9839814,2025-02-25,15,Commercial
90285-1582773-2,REGY-381884,T. Rivera,Michael Fuller,"House 934, DHA, Lahore",4138904,2025-06-06,20,Plot
82196-7484509-1,REGY-844906,John Mathews,Michael Larson,"Plot 986, Gulberg, Karachi",3181619,2024-01-27,5,House
58833-5453347-3,REGY-871928,J. Gates,Kimberly Evans,"House 207, Bahria Town, Rawalpindi",10295129,2021-06-03,5,Commercial
69068-5208412-2,REGY-994834,Shawn A. Harris,Matthew Lindsey,"Kothi 366, Bahria Town, Rawalpindi",8846426,2021-12-25,15,Commercial
66503-3346052-7,REGY-384595,Mr. Jennifer Moody,Jeff Mcintyre,"House 570, Gulberg, Lahore",3103221,2021-09-14,5,Plot
59630-8556853-1,REGY-289488,S. Sellers,Gavin Stone,"Plot 592, Model Town, Rawalpindi",4863492,2024-12-11,15,Plot
11608-4721820-9,REGY-444509,Mr. Michael Campbell,Allison Smith,"Plot 581, Johar Town, Lahore",7281080,2020-07-11,5,Plot
88840-4022949-4,REGY-595008,B. Edwards,Laura Martin,"Kothi 199, Model Town, Rawalpindi",9115653,2022-01-12,20,Plot
61288-9432219-6,REGY-637064,Michelle Zavala,Jesus Gillespie,"Plot 166, Gulberg, Karachi",9507538,2024-12-14,15,House
49316-4022101-6,REGY-617727,Michele A. Walker,Joshua Reyes DDS,"House 716, DHA, Karachi",7198112,2022-10-23,20,Plot
77953-6516213-5,REGY-563355,Mr. Thomas Green,Lynn Dickson,"Flat 44, Model Town, Islamabad",21608931,2024-08-09,10,Commercial
17949-5017402-3,REGY-730985,Chaudhry Nancy Thomas,David Coleman,"Kothi 785, Gulberg, Karachi",11507903,2024-07-07,15,House
54552-6639253-3,REGY-208166,Mr. Raymond Ibarra,Hector Buck,"Flat 240, Gulberg, Lahore",61951728,2024-04-10,15,House
40376-5320293-6,REGY-988534,J. Bullock,Todd Mckay,"House 241, Johar Town, Islamabad",10192246,2020-05-17,15,Plot
96384-2010804-9,REGY-950783,A. Wilson,Kendra Smith,"Kothi 390, Bahria Town, Lahore",3398648,2021-10-18,20,Apartment
97005-1082875-6,REGY-420446,Chaudhry Anthony Wagner,David Peterson,"Plot 74, Gulberg, Lahore",5824444,2022-03-01,10,Plot
41351-5758519-1,REGY-794674,A. Martin,Jacqueline Smith,"Plot 138, Johar Town, Islamabad",4572070,2022-05-27,15,Apartment
31498-5227330-5,REGY-230655,J. White,Steven Frank,"Flat 819, Bahria Town, Rawalpindi",8273947,2025-01-24,5,Plot
89282-7099581-3,REGY-134046,Wesley Taylor,Cathy Smith,"Plot 260, DHA, Karachi",4265176,2021-12-25,5,House
43547-1661663-6,REGY-946699,Alexandria Watkins,Joshua Smith,"Flat 938, Johar Town, Lahore",6260396,2021-05-02,15,Apartment
54680-6159391-8,REGY-670963,Chaudhry Troy Watson,Tristan Padilla,"House 424, Gulberg, Rawalpindi",8061772,2022-03-20,20,Commercial
37604-9254937-2,REGY-801727,Chaudhry Bethany Gilmore,Robert Blanchard,"House 52, Johar Town, Karachi",15565165,2025-01-09,5,House
53555-1670719-1,REGY-533792,Mr. Thomas Barnes,Kimberly Bryan,"Plot 419, Gulberg, Lahore",10616122,2024-01-18,10,House
35398-2167536-3,REGY-687869,Chaudhry Sally Reid,Matthew Newman,"Plot 557, Gulberg, Lahore",3245134,2021-04-06,20,House
82687-3679973-4,REGY-556772,M. Powers,Ann Drake,"Flat 493, Bahria Town, Islamabad",8320433,2023-01-09,15,Apartment
19408-6640402-3,REGY-856901,James A. Miller,Joshua Miller,"Flat 22, Bahria Town, Islamabad",74209427,2021-04-22,20,Plot
65326-2759440-3,REGY-921857,Rachel A. Beard,Katie Flores,"Plot 932, Bahria Town, Lahore",10483465,2021-02-25,15,Commercial
40647-9331309-1,REGY-411321,Chaudhry Steven Lozano,Steven Robinson,"Flat 580, Johar Town, Islamabad",21533870,2021-10-01,20,Commercial
98380-6587493-4,REGY-909954,F. Bullock,Lisa Rodriguez,"Kothi 453, Model Town, Lahore",23008520,2022-09-20,5,Commercial
39058-7716111-1,REGY-530363,Mr. Maria Fletcher,Richard Zimmerman,"House 145, DHA, Lahore",26564658,2020-11-27,10,Commercial
99102-2200562-5,REGY-447757,A. Mcbride,Lindsey Jenkins,"Plot 333, Bahria Town, Lahore",7616830,2021-06-14,10,Apartment
